Scan#: 1	ScanningTime: ,00	#APsFound: 16	DB: 0.0	Date: Mon Jun 01 12:58:49 GMT+01:00 2015
37.9739426	23.7295087	-84	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9739426	23.7295087	-88	2457	14:60:80:86:96:3c	forgetmenot
37.9739426	23.7295087	-92	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9739426	23.7295087	-84	2412	b6:8b:97:d7:b0:61	HOL
37.9739426	23.7295087	-70	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9739426	23.7295087	-80	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9739426	23.7295087	-79	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9739426	23.7295087	-81	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9739426	23.7295087	-98	2472	c8:3a:35:05:d4:50	Turbo-X-05D450
37.9739426	23.7295087	-96	2452	a0:ec:80:9d:e2:38	conn-x9de238
Scan#: 64	ScanningTime: 3,76	#APsFound: 11	DB: 132.0	Date: Mon Jun 01 13:02:39 GMT+01:00 2015
37.9739137	23.7295562	-96	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9739137	23.7295562	-84	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9739137	23.7295562	-95	2457	14:60:80:86:96:3c	forgetmenot
37.9739137	23.7295562	-75	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9739137	23.7295562	-81	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9739137	23.7295562	-88	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9739137	23.7295562	-84	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9739137	23.7295562	-100	2472	c8:3a:35:05:d4:50	Turbo-X-05D450
37.9739137	23.7295562	-76	2462	48:28:2f:32:9d:46	aek
37.9739137	23.7295562	-93	2462	00:13:33:90:b7:26	dimitris
37.9739137	23.7295562	-96	2462	bc:76:70:64:a5:b0	OTE64A5A8
Scan#: 65	ScanningTime: 3,78	#APsFound: 9	DB: 134.0	Date: Mon Jun 01 13:02:43 GMT+01:00 2015
37.9738975	23.729581	-92	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9738975	23.729581	-94	2457	14:60:80:86:96:3c	forgetmenot
37.9738975	23.729581	-69	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9738975	23.729581	-78	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9738975	23.729581	-90	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9738975	23.729581	-72	2462	48:28:2f:32:9d:46	aek
37.9738975	23.729581	-95	2462	00:13:33:90:b7:26	dimitris
37.9738975	23.729581	-97	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9738975	23.729581	-98	2452	a0:ec:80:9d:e2:38	conn-x9de238
Scan#: 66	ScanningTime: 3,71	#APsFound: 7	DB: 135.0	Date: Mon Jun 01 13:02:47 GMT+01:00 2015
37.9738864	23.7296305	-85	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9738864	23.7296305	-80	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9738864	23.7296305	-67	2462	48:28:2f:32:9d:46	aek
37.9738864	23.7296305	-91	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9738864	23.7296305	-92	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9738864	23.7296305	-94	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9738864	23.7296305	-95	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
Scan#: 67	ScanningTime: 3,73	#APsFound: 9	DB: 135.0	Date: Mon Jun 01 13:02:51 GMT+01:00 2015
37.9738392	23.7296697	-88	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9738392	23.7296697	-86	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9738392	23.7296697	-74	2462	48:28:2f:32:9d:46	aek
37.9738392	23.7296697	-88	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9738392	23.7296697	-95	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9738392	23.7296697	-96	2462	00:13:33:90:b7:26	dimitris
37.9738392	23.7296697	-97	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9738392	23.7296697	-98	2462	00:05:59:2f:c9:3f	a95
37.9738392	23.7296697	-99	2462	76:ab:25:e8:9d:71	HOL2015
Scan#: 68	ScanningTime: 3,73	#APsFound: 9	DB: 138.0	Date: Mon Jun 01 13:02:54 GMT+01:00 2015
37.9738019	23.7296898	-93	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9738019	23.7296898	-94	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9738019	23.7296898	-91	2462	48:28:2f:32:9d:46	aek
37.9738019	23.7296898	-85	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9738019	23.7296898	-97	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9738019	23.7296898	-92	2462	76:ab:25:e8:9d:71	HOL2015
37.9738019	23.7296898	-79	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9738019	23.7296898	-90	2452	a6:3e:61:80:cf:c1	Why Phi
37.9738019	23.7296898	-95	2422	54:22:f8:d4:af:68	HOL_ZTE_4
Scan#: 69	ScanningTime: 3,68	#APsFound: 8	DB: 139.0	Date: Mon Jun 01 13:02:58 GMT+01:00 2015
37.9737883	23.7297213	-95	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9737883	23.7297213	-79	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9737883	23.7297213	-77	2462	76:ab:25:e8:9d:71	HOL2015
37.9737883	23.7297213	-62	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9737883	23.7297213	-83	2452	a6:3e:61:80:cf:c1	Why Phi
37.9737883	23.7297213	-92	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9737883	23.7297213	-89	2462	00:05:59:2f:c9:3f	a95
37.9737883	23.7297213	-94	2437	00:15:56:cf:c2:84	Lida
Scan#: 70	ScanningTime: 3,70	#APsFound: 8	DB: 140.0	Date: Mon Jun 01 13:03:02 GMT+01:00 2015
37.9737424	23.7297344	-68	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9737424	23.7297344	-74	2462	76:ab:25:e8:9d:71	HOL2015
37.9737424	23.7297344	-67	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9737424	23.7297344	-77	2452	a6:3e:61:80:cf:c1	Why Phi
37.9737424	23.7297344	-89	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9737424	23.7297344	-97	2462	00:05:59:2f:c9:3f	a95
37.9737424	23.7297344	-98	2437	00:15:56:cf:c2:84	Lida
37.9737424	23.7297344	-95	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
Scan#: 71	ScanningTime: 3,73	#APsFound: 9	DB: 140.0	Date: Mon Jun 01 13:03:05 GMT+01:00 2015
37.9737314	23.7297992	-73	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9737314	23.7297992	-61	2462	76:ab:25:e8:9d:71	HOL2015
37.9737314	23.7297992	-78	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9737314	23.7297992	-85	2452	a6:3e:61:80:cf:c1	Why Phi
37.9737314	23.7297992	-85	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9737314	23.7297992	-91	2462	00:05:59:2f:c9:3f	a95
37.9737314	23.7297992	-91	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9737314	23.7297992	-95	2412	18:17:25:15:16:64	Forthnet-151664
37.9737314	23.7297992	-95	2437	02:22:62:9a:ee:98	HPE910.BA66C8
Scan#: 72	ScanningTime: 3,78	#APsFound: 10	DB: 142.0	Date: Mon Jun 01 13:03:09 GMT+01:00 2015
37.973724	23.7298451	-82	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.973724	23.7298451	-77	2462	76:ab:25:e8:9d:71	HOL2015
37.973724	23.7298451	-89	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.973724	23.7298451	-97	2452	a6:3e:61:80:cf:c1	Why Phi
37.973724	23.7298451	-84	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.973724	23.7298451	-90	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.973724	23.7298451	-90	2462	38:46:08:e9:10:48	dimos_jewelery
37.973724	23.7298451	-91	2447	18:17:25:21:e8:68	Rosalina
37.973724	23.7298451	-99	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.973724	23.7298451	-99	2462	2c:26:c5:14:88:3c	conn-x14883c
Scan#: 73	ScanningTime: 3,72	#APsFound: 13	DB: 146.0	Date: Mon Jun 01 13:03:13 GMT+01:00 2015
37.9737018	23.7298459	-94	2462	bc:76:70:64:a5:b0	OTE64A5A8
37.9737018	23.7298459	-85	2462	76:ab:25:e8:9d:71	HOL2015
37.9737018	23.7298459	-88	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9737018	23.7298459	-85	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9737018	23.7298459	-95	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9737018	23.7298459	-87	2462	38:46:08:e9:10:48	dimos_jewelery
37.9737018	23.7298459	-91	2447	18:17:25:21:e8:68	Rosalina
37.9737018	23.7298459	-89	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9737018	23.7298459	-84	2462	00:05:59:2f:c9:3f	a95
37.9737018	23.7298459	-90	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9737018	23.7298459	-91	2412	18:17:25:15:16:64	Forthnet-151664
37.9737018	23.7298459	-96	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9737018	23.7298459	-90	2437	02:22:62:9a:ee:98	HPE910.BA66C8
Scan#: 74	ScanningTime: 3,76	#APsFound: 13	DB: 148.0	Date: Mon Jun 01 13:03:17 GMT+01:00 2015
37.9736702	23.7298647	-92	2462	76:ab:25:e8:9d:71	HOL2015
37.9736702	23.7298647	-96	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9736702	23.7298647	-81	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9736702	23.7298647	-81	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9736702	23.7298647	-79	2462	38:46:08:e9:10:48	dimos_jewelery
37.9736702	23.7298647	-97	2447	18:17:25:21:e8:68	Rosalina
37.9736702	23.7298647	-81	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9736702	23.7298647	-86	2462	00:05:59:2f:c9:3f	a95
37.9736702	23.7298647	-92	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9736702	23.7298647	-90	2412	18:17:25:15:16:64	Forthnet-151664
37.9736702	23.7298647	-96	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9736702	23.7298647	-91	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9736702	23.7298647	-96	2472	e4:77:23:a2:49:dc	Gorgona
Scan#: 75	ScanningTime: 3,76	#APsFound: 11	DB: 149.0	Date: Mon Jun 01 13:03:20 GMT+01:00 2015
37.9736471	23.7299082	-84	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9736471	23.7299082	-89	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9736471	23.7299082	-95	2462	38:46:08:e9:10:48	dimos_jewelery
37.9736471	23.7299082	-96	2447	18:17:25:21:e8:68	Rosalina
37.9736471	23.7299082	-81	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9736471	23.7299082	-85	2462	00:05:59:2f:c9:3f	a95
37.9736471	23.7299082	-94	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9736471	23.7299082	-93	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9736471	23.7299082	-78	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9736471	23.7299082	-95	2472	e4:77:23:a2:49:dc	Gorgona
37.9736471	23.7299082	-94	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
Scan#: 76	ScanningTime: 3,74	#APsFound: 11	DB: 149.0	Date: Mon Jun 01 13:03:24 GMT+01:00 2015
37.9736231	23.7299349	-75	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9736231	23.7299349	-90	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9736231	23.7299349	-69	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9736231	23.7299349	-79	2462	00:05:59:2f:c9:3f	a95
37.9736231	23.7299349	-92	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9736231	23.7299349	-72	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9736231	23.7299349	-94	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9736231	23.7299349	-86	2462	38:22:9d:ad:d8:68	PARKING_Flessa_6
37.9736231	23.7299349	-95	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9736231	23.7299349	-96	2437	c8:3a:35:f5:f4:00	Filakio
37.9736231	23.7299349	-97	2467	00:50:fc:ba:1d:05	grd
Scan#: 77	ScanningTime: 3,71	#APsFound: 10	DB: 152.0	Date: Mon Jun 01 13:03:28 GMT+01:00 2015
37.973565	23.7299442	-73	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.973565	23.7299442	-82	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.973565	23.7299442	-83	2462	2c:26:c5:14:88:3c	conn-x14883c
37.973565	23.7299442	-83	2462	00:05:59:2f:c9:3f	a95
37.973565	23.7299442	-82	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.973565	23.7299442	-87	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.973565	23.7299442	-95	2462	38:22:9d:ad:d8:68	PARKING_Flessa_6
37.973565	23.7299442	-95	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.973565	23.7299442	-87	2472	cc:1a:fa:9a:d8:50	conn-x9ad850
37.973565	23.7299442	-93	2472	e4:77:23:a2:49:dc	Gorgona
Scan#: 78	ScanningTime: 3,74	#APsFound: 12	DB: 153.0	Date: Mon Jun 01 13:03:32 GMT+01:00 2015
37.9735291	23.7300058	-79	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9735291	23.7300058	-82	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9735291	23.7300058	-81	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9735291	23.7300058	-74	2462	00:05:59:2f:c9:3f	a95
37.9735291	23.7300058	-85	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9735291	23.7300058	-79	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9735291	23.7300058	-74	2472	cc:1a:fa:9a:d8:50	conn-x9ad850
37.9735291	23.7300058	-85	2472	e4:77:23:a2:49:dc	Gorgona
37.9735291	23.7300058	-76	2412	18:17:25:15:16:64	Forthnet-151664
37.9735291	23.7300058	-95	2422	dc:02:8e:e5:98:7c	conn-xe5987c
37.9735291	23.7300058	-97	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9735291	23.7300058	-98	2462	0a:27:22:55:f1:d4	Electra Standard
Scan#: 79	ScanningTime: 3,77	#APsFound: 12	DB: 155.0	Date: Mon Jun 01 13:03:35 GMT+01:00 2015
37.9734979	23.7300231	-71	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9734979	23.7300231	-86	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9734979	23.7300231	-86	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9734979	23.7300231	-80	2462	00:05:59:2f:c9:3f	a95
37.9734979	23.7300231	-88	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9734979	23.7300231	-89	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9734979	23.7300231	-93	2472	cc:1a:fa:9a:d8:50	conn-x9ad850
37.9734979	23.7300231	-80	2472	e4:77:23:a2:49:dc	Gorgona
37.9734979	23.7300231	-74	2412	18:17:25:15:16:64	Forthnet-151664
37.9734979	23.7300231	-86	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9734979	23.7300231	-94	2452	a0:ec:80:9d:e2:38	conn-x9de238
37.9734979	23.7300231	-95	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
Scan#: 80	ScanningTime: 3,71	#APsFound: 10	DB: 156.0	Date: Mon Jun 01 13:03:39 GMT+01:00 2015
37.9734842	23.730025	-74	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9734842	23.730025	-85	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9734842	23.730025	-94	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9734842	23.730025	-79	2462	00:05:59:2f:c9:3f	a95
37.9734842	23.730025	-88	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9734842	23.730025	-83	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9734842	23.730025	-87	2472	e4:77:23:a2:49:dc	Gorgona
37.9734842	23.730025	-79	2412	54:22:f8:c3:8a:c8	*STANIK*
37.9734842	23.730025	-93	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9734842	23.730025	-98	2437	00:15:56:cf:eb:43	OTENET_3434
Scan#: 81	ScanningTime: 3,72	#APsFound: 10	DB: 157.0	Date: Mon Jun 01 13:03:43 GMT+01:00 2015
37.9734362	23.7299967	-70	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9734362	23.7299967	-96	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9734362	23.7299967	-79	2462	00:05:59:2f:c9:3f	a95
37.9734362	23.7299967	-92	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9734362	23.7299967	-87	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9734362	23.7299967	-76	2472	e4:77:23:a2:49:dc	Gorgona
37.9734362	23.7299967	-85	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9734362	23.7299967	-89	2437	00:15:56:cf:eb:43	OTENET_3434
37.9734362	23.7299967	-72	2412	20:89:86:03:2a:64	macrame
37.9734362	23.7299967	-96	2437	d4:ca:6d:da:ca:15	dancingqueen
Scan#: 82	ScanningTime: 3,75	#APsFound: 12	DB: 159.0	Date: Mon Jun 01 13:03:47 GMT+01:00 2015
37.9733989	23.730002	-98	2462	2c:26:c5:14:88:3c	conn-x14883c
37.9733989	23.730002	-84	2462	00:05:59:2f:c9:3f	a95
37.9733989	23.730002	-94	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9733989	23.730002	-94	2472	18:17:25:21:d0:f2	Forthnet-21D0F2
37.9733989	23.730002	-64	2472	e4:77:23:a2:49:dc	Gorgona
37.9733989	23.730002	-88	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9733989	23.730002	-96	2437	00:15:56:cf:eb:43	OTENET_3434
37.9733989	23.730002	-64	2412	20:89:86:03:2a:64	macrame
37.9733989	23.730002	-83	2422	dc:02:8e:e5:98:7c	conn-xe5987c
37.9733989	23.730002	-95	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9733989	23.730002	-97	2447	00:1a:2a:de:57:b3	zishome
37.9733989	23.730002	-94	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
Scan#: 83	ScanningTime: 3,75	#APsFound: 12	DB: 160.0	Date: Mon Jun 01 13:03:50 GMT+01:00 2015
37.9733584	23.7300174	-91	2462	00:05:59:2f:c9:3f	a95
37.9733584	23.7300174	-97	2437	02:22:62:9a:ee:98	HPE910.BA66C8
37.9733584	23.7300174	-72	2472	e4:77:23:a2:49:dc	Gorgona
37.9733584	23.7300174	-76	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9733584	23.7300174	-85	2437	00:15:56:cf:eb:43	OTENET_3434
37.9733584	23.7300174	-78	2412	20:89:86:03:2a:64	macrame
37.9733584	23.7300174	-73	2422	dc:02:8e:e5:98:7c	conn-xe5987c
37.9733584	23.7300174	-92	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9733584	23.7300174	-97	2447	00:1a:2a:de:57:b3	zishome
37.9733584	23.7300174	-94	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9733584	23.7300174	-96	2422	54:22:f8:d4:af:68	HOL_ZTE_4
37.9733584	23.7300174	-96	2467	00:50:fc:ba:1d:05	grd
Scan#: 84	ScanningTime: 3,74	#APsFound: 14	DB: 161.0	Date: Mon Jun 01 13:03:54 GMT+01:00 2015
37.9733364	23.7300549	-96	2462	00:05:59:2f:c9:3f	a95
37.9733364	23.7300549	-91	2472	e4:77:23:a2:49:dc	Gorgona
37.9733364	23.7300549	-73	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9733364	23.7300549	-76	2437	00:15:56:cf:eb:43	OTENET_3434
37.9733364	23.7300549	-77	2422	dc:02:8e:e5:98:7c	conn-xe5987c
37.9733364	23.7300549	-87	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9733364	23.7300549	-94	2467	00:50:fc:ba:1d:05	grd
37.9733364	23.7300549	-95	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9733364	23.7300549	-96	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9733364	23.7300549	-96	2462	00:14:c1:45:7b:86	deuxartistes
37.9733364	23.7300549	-98	2437	a0:ec:80:91:18:1c	OTE.
37.9733364	23.7300549	-100	2437	a4:7e:39:d1:3b:f0	sadao
37.9733364	23.7300549	-79	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
37.9733364	23.7300549	-97	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
Scan#: 85	ScanningTime: 3,77	#APsFound: 13	DB: 167.0	Date: Mon Jun 01 13:03:58 GMT+01:00 2015
37.9733061	23.7300636	-95	2472	e4:77:23:a2:49:dc	Gorgona
37.9733061	23.7300636	-83	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9733061	23.7300636	-91	2437	00:15:56:cf:eb:43	OTENET_3434
37.9733061	23.7300636	-91	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9733061	23.7300636	-94	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9733061	23.7300636	-95	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9733061	23.7300636	-95	2462	00:14:c1:45:7b:86	deuxartistes
37.9733061	23.7300636	-96	2437	a0:ec:80:91:18:1c	OTE.
37.9733061	23.7300636	-89	2437	a4:7e:39:d1:3b:f0	sadao
37.9733061	23.7300636	-72	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
37.9733061	23.7300636	-90	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9733061	23.7300636	-72	2412	be:8b:97:d8:96:e1	HOL ALU WLAN
37.9733061	23.7300636	-93	2462	64:70:02:a1:da:02	Desconocido
Scan#: 86	ScanningTime: 3,76	#APsFound: 15	DB: 169.0	Date: Mon Jun 01 13:04:02 GMT+01:00 2015
37.9732696	23.7300876	-92	2472	e4:77:23:a2:49:dc	Gorgona
37.9732696	23.7300876	-87	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9732696	23.7300876	-96	2437	00:15:56:cf:eb:43	OTENET_3434
37.9732696	23.7300876	-84	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9732696	23.7300876	-89	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9732696	23.7300876	-93	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9732696	23.7300876	-90	2462	00:14:c1:45:7b:86	deuxartistes
37.9732696	23.7300876	-92	2437	a0:ec:80:91:18:1c	OTE.
37.9732696	23.7300876	-89	2437	a4:7e:39:d1:3b:f0	sadao
37.9732696	23.7300876	-84	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9732696	23.7300876	-71	2412	be:8b:97:d8:96:e1	HOL ALU WLAN
37.9732696	23.7300876	-88	2462	64:70:02:a1:da:02	Desconocido
37.9732696	23.7300876	-90	2437	00:05:59:1c:d7:58	NetFasteR IAD 2 (PSTN)
37.9732696	23.7300876	-95	2442	14:60:80:83:16:80	cotton-hellas
37.9732696	23.7300876	-95	2467	00:50:fc:ba:1d:05	grd
Scan#: 87	ScanningTime: 3,75	#APsFound: 14	DB: 171.0	Date: Mon Jun 01 13:04:05 GMT+01:00 2015
37.9732369	23.7301045	-93	2472	e4:77:23:a2:49:dc	Gorgona
37.9732369	23.7301045	-94	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9732369	23.7301045	-84	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9732369	23.7301045	-77	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9732369	23.7301045	-87	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9732369	23.7301045	-88	2462	00:14:c1:45:7b:86	deuxartistes
37.9732369	23.7301045	-88	2437	a0:ec:80:91:18:1c	OTE.
37.9732369	23.7301045	-85	2437	a4:7e:39:d1:3b:f0	sadao
37.9732369	23.7301045	-84	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9732369	23.7301045	-74	2412	be:8b:97:d8:96:e1	HOL ALU WLAN
37.9732369	23.7301045	-92	2467	00:50:fc:ba:1d:05	grd
37.9732369	23.7301045	-81	2412	00:1d:aa:b5:87:a8	cncc
37.9732369	23.7301045	-95	2457	60:e7:01:23:e7:06	HUAWEI-E5330-E706
37.9732369	23.7301045	-85	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
Scan#: 88	ScanningTime: 3,74	#APsFound: 14	DB: 172.0	Date: Mon Jun 01 13:04:09 GMT+01:00 2015
37.9732212	23.7300954	-91	2472	e4:77:23:a2:49:dc	Gorgona
37.9732212	23.7300954	-93	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9732212	23.7300954	-95	2437	e8:de:27:51:8e:5c	TP-LINK_518E5C
37.9732212	23.7300954	-76	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9732212	23.7300954	-80	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9732212	23.7300954	-88	2462	00:14:c1:45:7b:86	deuxartistes
37.9732212	23.7300954	-82	2437	a0:ec:80:91:18:1c	OTE.
37.9732212	23.7300954	-78	2437	a4:7e:39:d1:3b:f0	sadao
37.9732212	23.7300954	-84	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9732212	23.7300954	-78	2412	be:8b:97:d8:96:e1	HOL ALU WLAN
37.9732212	23.7300954	-89	2467	00:50:fc:ba:1d:05	grd
37.9732212	23.7300954	-83	2412	00:1d:aa:b5:87:a8	cncc
37.9732212	23.7300954	-91	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
37.9732212	23.7300954	-91	2442	14:60:80:83:16:80	cotton-hellas
Scan#: 89	ScanningTime: 3,82	#APsFound: 14	DB: 172.0	Date: Mon Jun 01 13:04:13 GMT+01:00 2015
37.9731721	23.7300819	-84	2462	a4:7e:39:b6:55:90	Wind WiFi B65590
37.9731721	23.7300819	-71	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9731721	23.7300819	-80	2462	00:14:c1:45:7b:86	deuxartistes
37.9731721	23.7300819	-83	2437	a0:ec:80:91:18:1c	OTE.
37.9731721	23.7300819	-83	2437	a4:7e:39:d1:3b:f0	sadao
37.9731721	23.7300819	-81	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9731721	23.7300819	-89	2412	be:8b:97:d8:96:e1	HOL ALU WLAN
37.9731721	23.7300819	-95	2467	00:50:fc:ba:1d:05	grd
37.9731721	23.7300819	-80	2412	00:1d:aa:b5:87:a8	cncc
