Scan#: 1	ScanningTime: ,00	#APsFound: 16	DB: 0.0	Date: Mon Jun 01 12:58:49 GMT+01:00 2015
37.9748894	23.7275888	-86	2437	00:0e:8f:61:66:b9	conn-x6166B9
37.9748894	23.7275888	-89	2462	6c:b0:ce:30:6a:4c	NETGEAR82
37.9748894	23.7275888	-96	2412	2a:a4:3c:bf:63:34	ADRIAN
Scan#: 20	ScanningTime: 3,72	#APsFound: 19	DB: 55.0	Date: Mon Jun 01 13:00:00 GMT+01:00 2015
37.9748693	23.7276064	-64	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9748693	23.7276064	-82	2442	4c:5e:0c:60:22:99	Intranet
37.9748693	23.7276064	-83	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9748693	23.7276064	-75	2412	54:22:f8:c6:0f:0c	Karyatis
37.9748693	23.7276064	-70	2437	00:de:fa:15:c0:01	TERINA CAFE
37.9748693	23.7276064	-76	2412	4c:09:b4:a4:eb:cf	Pandora
37.9748693	23.7276064	-75	2412	28:92:4a:c3:ec:7c	HP-Print-7C-Officejet Pro 8600
37.9748693	23.7276064	-69	2437	fc:15:b4:e1:d6:dd	HP-Print-DD-Deskjet 5520 series
37.9748693	23.7276064	-94	2462	e2:9f:42:61:46:58	iPhone mein Germany
37.9748693	23.7276064	-92	2457	54:22:f8:f0:54:a0	conn-xf054a0
37.9748693	23.7276064	-89	2462	00:12:ef:5f:6c:e5	Terina
37.9748693	23.7276064	-84	2462	b8:6b:23:4e:78:a9	flashair_b86b234e78a9
37.9748693	23.7276064	-89	2472	00:0c:43:24:d9:48	athens_happy_train
37.9748693	23.7276064	-92	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9748693	23.7276064	-90	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9748693	23.7276064	-93	2472	b0:75:d5:32:93:c4	LASTAMPA
37.9748693	23.7276064	-94	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9748693	23.7276064	-88	2437	00:0e:8f:61:66:bc	OTE WiFi Fon
37.9748693	23.7276064	-93	2437	2a:a4:3c:bf:2d:bf	ADRIAN
Scan#: 21	ScanningTime: 3,71	#APsFound: 15	DB: 59.0	Date: Mon Jun 01 13:00:03 GMT+01:00 2015
37.9748803	23.7276547	-72	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9748803	23.7276547	-90	2442	4c:5e:0c:60:22:99	Intranet
37.9748803	23.7276547	-86	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9748803	23.7276547	-71	2412	54:22:f8:c6:0f:0c	Karyatis
37.9748803	23.7276547	-78	2437	00:de:fa:15:c0:01	TERINA CAFE
37.9748803	23.7276547	-88	2412	28:92:4a:c3:ec:7c	HP-Print-7C-Officejet Pro 8600
37.9748803	23.7276547	-81	2437	fc:15:b4:e1:d6:dd	HP-Print-DD-Deskjet 5520 series
37.9748803	23.7276547	-86	2462	00:12:ef:5f:6c:e5	Terina
37.9748803	23.7276547	-85	2462	b8:6b:23:4e:78:a9	flashair_b86b234e78a9
37.9748803	23.7276547	-90	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9748803	23.7276547	-76	2412	58:98:35:51:b9:50	Theodora
37.9748803	23.7276547	-83	2437	00:13:33:86:17:13	OTEcbf1de
37.9748803	23.7276547	-94	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9748803	23.7276547	-94	2437	78:54:2e:f8:a4:48	nic
37.9748803	23.7276547	-84	2422	dc:9f:db:a6:34:76	MEGASOFT
Scan#: 22	ScanningTime: 3,66	#APsFound: 11	DB: 60.0	Date: Mon Jun 01 13:00:07 GMT+01:00 2015
37.9748958	23.7277295	-78	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9748958	23.7277295	-61	2412	54:22:f8:c6:0f:0c	Karyatis
37.9748958	23.7277295	-80	2437	00:de:fa:15:c0:01	TERINA CAFE
37.9748958	23.7277295	-87	2437	fc:15:b4:e1:d6:dd	HP-Print-DD-Deskjet 5520 series
37.9748958	23.7277295	-87	2462	b8:6b:23:4e:78:a9	flashair_b86b234e78a9
37.9748958	23.7277295	-101	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9748958	23.7277295	-75	2412	58:98:35:51:b9:50	Theodora
37.9748958	23.7277295	-84	2437	00:13:33:86:17:13	OTEcbf1de
37.9748958	23.7277295	-89	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9748958	23.7277295	-98	2422	dc:9f:db:a6:34:76	MEGASOFT
37.9748958	23.7277295	-97	2472	b0:75:d5:32:93:c4	LASTAMPA
Scan#: 23	ScanningTime: 3,68	#APsFound: 13	DB: 60.0	Date: Mon Jun 01 13:00:11 GMT+01:00 2015
37.9748235	23.7278069	-83	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9748235	23.7278069	-67	2412	54:22:f8:c6:0f:0c	Karyatis
37.9748235	23.7278069	-90	2437	00:de:fa:15:c0:01	TERINA CAFE
37.9748235	23.7278069	-88	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9748235	23.7278069	-75	2412	58:98:35:51:b9:50	Theodora
37.9748235	23.7278069	-92	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9748235	23.7278069	-85	2472	b0:75:d5:32:93:c4	LASTAMPA
37.9748235	23.7278069	-76	2442	4c:5e:0c:60:22:99	Intranet
37.9748235	23.7278069	-80	2437	00:13:33:a1:08:58	OTE497e81
37.9748235	23.7278069	-96	2442	38:22:9d:c4:12:64	Teo4
37.9748235	23.7278069	-81	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9748235	23.7278069	-82	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9748235	23.7278069	-92	2462	2a:a4:3c:bf:63:4a	ADRIAN
Scan#: 24	ScanningTime: 3,67	#APsFound: 13	DB: 63.0	Date: Mon Jun 01 13:00:14 GMT+01:00 2015
37.9747847	23.727852	-81	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9747847	23.727852	-68	2412	54:22:f8:c6:0f:0c	Karyatis
37.9747847	23.727852	-89	2437	00:de:fa:15:c0:01	TERINA CAFE
37.9747847	23.727852	-92	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9747847	23.727852	-87	2412	58:98:35:51:b9:50	Theodora
37.9747847	23.727852	-75	2472	b0:75:d5:32:93:c4	LASTAMPA
37.9747847	23.727852	-80	2442	4c:5e:0c:60:22:99	Intranet
37.9747847	23.727852	-78	2437	00:13:33:a1:08:58	OTE497e81
37.9747847	23.727852	-84	2442	38:22:9d:c4:12:64	Teo4
37.9747847	23.727852	-79	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9747847	23.727852	-81	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9747847	23.727852	-85	2462	2a:a4:3c:bf:63:4a	ADRIAN
37.9747847	23.727852	-84	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
Scan#: 25	ScanningTime: 3,67	#APsFound: 13	DB: 63.0	Date: Mon Jun 01 13:00:18 GMT+01:00 2015
37.9747701	23.7278819	-94	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9747701	23.7278819	-72	2412	54:22:f8:c6:0f:0c	Karyatis
37.9747701	23.7278819	-85	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9747701	23.7278819	-87	2472	b0:75:d5:32:93:c4	LASTAMPA
37.9747701	23.7278819	-85	2442	4c:5e:0c:60:22:99	Intranet
37.9747701	23.7278819	-79	2437	00:13:33:a1:08:58	OTE497e81
37.9747701	23.7278819	-81	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9747701	23.7278819	-87	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9747701	23.7278819	-83	2462	2a:a4:3c:bf:63:4a	ADRIAN
37.9747701	23.7278819	-76	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9747701	23.7278819	-83	2452	10:fe:ed:62:33:06	TP-LINK_623306
37.9747701	23.7278819	-86	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9747701	23.7278819	-87	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
Scan#: 26	ScanningTime: 3,66	#APsFound: 10	DB: 65.0	Date: Mon Jun 01 13:00:22 GMT+01:00 2015
37.9747353	23.7279457	-88	2412	54:22:f8:c6:0f:0c	Karyatis
37.9747353	23.7279457	-89	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9747353	23.7279457	-89	2472	b0:75:d5:32:93:c4	LASTAMPA
37.9747353	23.7279457	-83	2442	4c:5e:0c:60:22:99	Intranet
37.9747353	23.7279457	-69	2437	00:13:33:a1:08:58	OTE497e81
37.9747353	23.7279457	-82	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9747353	23.7279457	-83	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9747353	23.7279457	-76	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9747353	23.7279457	-90	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9747353	23.7279457	-95	2437	4c:ed:de:1e:68:0e	gadourokola
Scan#: 27	ScanningTime: 3,64	#APsFound: 12	DB: 66.0	Date: Mon Jun 01 13:00:25 GMT+01:00 2015
37.9747133	23.7280199	-86	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9747133	23.7280199	-86	2442	4c:5e:0c:60:22:99	Intranet
37.9747133	23.7280199	-88	2437	00:13:33:a1:08:58	OTE497e81
37.9747133	23.7280199	-88	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9747133	23.7280199	-87	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9747133	23.7280199	-72	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9747133	23.7280199	-88	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9747133	23.7280199	-87	2437	4c:ed:de:1e:68:0e	gadourokola
37.9747133	23.7280199	-92	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9747133	23.7280199	-94	2462	34:4d:ea:f7:81:c0	OTEf781c0
37.9747133	23.7280199	-96	2412	e8:94:f6:2f:4c:3e	Thisissparta!
37.9747133	23.7280199	-94	2412	58:98:35:75:03:dc	Thomson7503DC
Scan#: 28	ScanningTime: 3,65	#APsFound: 11	DB: 68.0	Date: Mon Jun 01 13:00:29 GMT+01:00 2015
37.9746898	23.7280573	-66	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746898	23.7280573	-87	2437	00:13:33:a1:08:58	OTE497e81
37.9746898	23.7280573	-89	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9746898	23.7280573	-91	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
37.9746898	23.7280573	-79	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746898	23.7280573	-80	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746898	23.7280573	-86	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746898	23.7280573	-89	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746898	23.7280573	-95	2412	58:98:35:75:03:dc	Thomson7503DC
37.9746898	23.7280573	-93	2412	54:22:f8:c6:0f:0c	Karyatis
37.9746898	23.7280573	-96	2462	2a:a4:3c:bf:63:4a	ADRIAN
Scan#: 29	ScanningTime: 3,75	#APsFound: 12	DB: 68.0	Date: Mon Jun 01 13:00:33 GMT+01:00 2015
37.9746579	23.7281056	-81	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746579	23.7281056	-93	2437	00:13:33:a1:08:58	OTE497e81
37.9746579	23.7281056	-86	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9746579	23.7281056	-74	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746579	23.7281056	-79	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746579	23.7281056	-80	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746579	23.7281056	-94	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746579	23.7281056	-93	2412	54:22:f8:c6:0f:0c	Karyatis
37.9746579	23.7281056	-94	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9746579	23.7281056	-95	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9746579	23.7281056	-96	2442	4c:5e:0c:60:22:99	Intranet
37.9746579	23.7281056	-95	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
Scan#: 30	ScanningTime: 3,67	#APsFound: 12	DB: 71.0	Date: Mon Jun 01 13:00:36 GMT+01:00 2015
37.9746457	23.7280827	-73	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746457	23.7280827	-94	2437	00:13:33:a1:08:58	OTE497e81
37.9746457	23.7280827	-77	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9746457	23.7280827	-76	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746457	23.7280827	-68	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746457	23.7280827	-82	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746457	23.7280827	-85	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746457	23.7280827	-95	2412	54:22:f8:c6:0f:0c	Karyatis
37.9746457	23.7280827	-92	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9746457	23.7280827	-93	2442	4c:5e:0c:60:22:99	Intranet
37.9746457	23.7280827	-93	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9746457	23.7280827	-92	2412	58:98:35:75:03:dc	Thomson7503DC
Scan#: 31	ScanningTime: 3,75	#APsFound: 11	DB: 71.0	Date: Mon Jun 01 13:00:40 GMT+01:00 2015
37.9746521	23.7281042	-84	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746521	23.7281042	-93	2437	2a:a4:3c:bf:2d:bf	ADRIAN
37.9746521	23.7281042	-83	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746521	23.7281042	-67	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746521	23.7281042	-75	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746521	23.7281042	-80	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746521	23.7281042	-92	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9746521	23.7281042	-94	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9746521	23.7281042	-86	2412	58:98:35:75:03:dc	Thomson7503DC
37.9746521	23.7281042	-92	2462	20:89:86:03:f6:78	Stratos
37.9746521	23.7281042	-93	2472	cc:7b:35:ca:cf:e4	greek mythology
Scan#: 32	ScanningTime: 3,71	#APsFound: 14	DB: 72.0	Date: Mon Jun 01 13:00:44 GMT+01:00 2015
37.9746376	23.7281294	-85	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746376	23.7281294	-82	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746376	23.7281294	-59	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746376	23.7281294	-76	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746376	23.7281294	-75	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746376	23.7281294	-87	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9746376	23.7281294	-88	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9746376	23.7281294	-77	2412	58:98:35:75:03:dc	Thomson7503DC
37.9746376	23.7281294	-93	2462	20:89:86:03:f6:78	Stratos
37.9746376	23.7281294	-92	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9746376	23.7281294	-93	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9746376	23.7281294	-94	2462	cc:7b:35:b5:d9:08	NewProvider1
37.9746376	23.7281294	-94	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9746376	23.7281294	-94	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
Scan#: 33	ScanningTime: 3,71	#APsFound: 15	DB: 76.0	Date: Mon Jun 01 13:00:48 GMT+01:00 2015
37.9746131	23.7282035	-95	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9746131	23.7282035	-87	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9746131	23.7282035	-67	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9746131	23.7282035	-79	2437	4c:ed:de:1e:68:0e	gadourokola
37.9746131	23.7282035	-70	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9746131	23.7282035	-94	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9746131	23.7282035	-93	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9746131	23.7282035	-71	2412	58:98:35:75:03:dc	Thomson7503DC
37.9746131	23.7282035	-89	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9746131	23.7282035	-93	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9746131	23.7282035	-92	2462	cc:7b:35:b5:d9:08	NewProvider1
37.9746131	23.7282035	-96	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9746131	23.7282035	-96	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9746131	23.7282035	-92	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9746131	23.7282035	-94	2412	e8:94:f6:bb:c9:67	Nikos
Scan#: 34	ScanningTime: 3,73	#APsFound: 16	DB: 77.0	Date: Mon Jun 01 13:00:51 GMT+01:00 2015
37.9745965	23.7282266	-95	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9745965	23.7282266	-90	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9745965	23.7282266	-72	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9745965	23.7282266	-87	2437	4c:ed:de:1e:68:0e	gadourokola
37.9745965	23.7282266	-70	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9745965	23.7282266	-94	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9745965	23.7282266	-92	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9745965	23.7282266	-86	2412	58:98:35:75:03:dc	Thomson7503DC
37.9745965	23.7282266	-86	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9745965	23.7282266	-93	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9745965	23.7282266	-95	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9745965	23.7282266	-94	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9745965	23.7282266	-96	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9745965	23.7282266	-94	2412	e8:94:f6:bb:c9:67	Nikos
37.9745965	23.7282266	-96	2442	4c:5e:0c:60:22:99	Intranet
37.9745965	23.7282266	-95	2437	2a:a4:3c:bf:2d:bf	ADRIAN
Scan#: 35	ScanningTime: 3,62	#APsFound: 19	DB: 77.0	Date: Mon Jun 01 13:00:55 GMT+01:00 2015
37.9745712	23.72825	-94	2412	2a:a4:3c:bf:63:34	ADRIAN
37.9745712	23.72825	-92	2452	cc:1a:fa:98:e4:b8	Deluxe_Wifi
37.9745712	23.72825	-74	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9745712	23.72825	-91	2437	4c:ed:de:1e:68:0e	gadourokola
37.9745712	23.72825	-63	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9745712	23.72825	-88	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9745712	23.72825	-92	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9745712	23.72825	-91	2412	58:98:35:75:03:dc	Thomson7503DC
37.9745712	23.72825	-83	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9745712	23.72825	-88	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9745712	23.72825	-96	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9745712	23.72825	-95	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9745712	23.72825	-91	2412	e8:94:f6:bb:c9:67	Nikos
37.9745712	23.72825	-97	2442	4c:5e:0c:60:22:99	Intranet
37.9745712	23.72825	-87	2462	cc:7b:35:b5:d9:08	NewProvider1
37.9745712	23.72825	-92	2462	a4:7e:39:da:00:e8	laetitia
37.9745712	23.72825	-95	2462	20:89:86:03:f6:78	Stratos
37.9745712	23.72825	-95	2437	04:18:d6:e7:35:a3	Desconocido
37.9745712	23.72825	-98	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
Scan#: 36	ScanningTime: 3,81	#APsFound: 11	DB: 78.0	Date: Mon Jun 01 13:00:59 GMT+01:00 2015
37.9745215	23.7282691	-93	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9745215	23.7282691	-96	2437	4c:ed:de:1e:68:0e	gadourokola
37.9745215	23.7282691	-61	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9745215	23.7282691	-91	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9745215	23.7282691	-90	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9745215	23.7282691	-85	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9745215	23.7282691	-93	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9745215	23.7282691	-95	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9745215	23.7282691	-91	2462	20:89:86:03:f6:78	Stratos
37.9745215	23.7282691	-89	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9745215	23.7282691	-88	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
Scan#: 37	ScanningTime: 3,69	#APsFound: 17	DB: 79.0	Date: Mon Jun 01 13:01:02 GMT+01:00 2015
37.9745092	23.7283209	-91	2412	54:22:f8:1e:41:52	HOL_ZTE_4
37.9745092	23.7283209	-70	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9745092	23.7283209	-84	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9745092	23.7283209	-89	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9745092	23.7283209	-87	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9745092	23.7283209	-92	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9745092	23.7283209	-91	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9745092	23.7283209	-94	2462	20:89:86:03:f6:78	Stratos
37.9745092	23.7283209	-91	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9745092	23.7283209	-82	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9745092	23.7283209	-88	2472	14:60:80:d7:c9:60	OTEd7c960
37.9745092	23.7283209	-92	2457	a4:7e:39:f8:33:60	CANVAS
37.9745092	23.7283209	-94	2442	4c:5e:0c:60:22:99	Intranet
37.9745092	23.7283209	-95	2437	00:1f:9f:d2:97:cf	akis
37.9745092	23.7283209	-95	2467	14:60:80:86:38:34	conn-x863834
37.9745092	23.7283209	-87	2472	14:60:80:d7:c9:61	OTE WiFi Fon
37.9745092	23.7283209	-92	2442	4e:5e:0c:60:22:99	Ydria Free Wifi
Scan#: 38	ScanningTime: 3,71	#APsFound: 19	DB: 84.0	Date: Mon Jun 01 13:01:06 GMT+01:00 2015
37.9744545	23.7284087	-75	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9744545	23.7284087	-82	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9744545	23.7284087	-84	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9744545	23.7284087	-78	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9744545	23.7284087	-85	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9744545	23.7284087	-83	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9744545	23.7284087	-85	2462	20:89:86:03:f6:78	Stratos
37.9744545	23.7284087	-81	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9744545	23.7284087	-93	2457	a4:7e:39:f8:33:60	CANVAS
37.9744545	23.7284087	-87	2437	00:1f:9f:d2:97:cf	akis
37.9744545	23.7284087	-98	2467	14:60:80:86:38:34	conn-x863834
37.9744545	23.7284087	-90	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9744545	23.7284087	-91	2412	00:0e:8f:6c:45:d9	Smen13
37.9744545	23.7284087	-91	2462	a4:7e:39:da:00:e8	laetitia
37.9744545	23.7284087	-93	2462	cc:7b:35:b5:d9:08	NewProvider1
37.9744545	23.7284087	-93	2427	00:23:cd:1f:32:1c	dfa1950
37.9744545	23.7284087	-94	2462	dc:02:8e:f4:2d:68	THELOOM
37.9744545	23.7284087	-99	2437	4c:ed:de:1e:68:0e	gadourokola
37.9744545	23.7284087	-98	2437	04:18:d6:e7:35:a3	Desconocido
Scan#: 39	ScanningTime: 3,74	#APsFound: 17	DB: 87.0	Date: Mon Jun 01 13:01:10 GMT+01:00 2015
37.9744428	23.728509	-86	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9744428	23.728509	-82	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9744428	23.728509	-82	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9744428	23.728509	-72	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9744428	23.728509	-77	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9744428	23.728509	-79	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9744428	23.728509	-87	2462	20:89:86:03:f6:78	Stratos
37.9744428	23.728509	-79	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9744428	23.728509	-96	2457	a4:7e:39:f8:33:60	CANVAS
37.9744428	23.728509	-86	2437	00:1f:9f:d2:97:cf	akis
37.9744428	23.728509	-90	2467	14:60:80:86:38:34	conn-x863834
37.9744428	23.728509	-88	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9744428	23.728509	-93	2462	cc:7b:35:b5:d9:08	NewProvider1
37.9744428	23.728509	-93	2412	84:74:2a:5a:99:2e	white house
37.9744428	23.728509	-94	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9744428	23.728509	-95	2412	54:22:f8:24:65:3c	conn-x24653c
37.9744428	23.728509	-94	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
Scan#: 40	ScanningTime: 3,64	#APsFound: 15	DB: 90.0	Date: Mon Jun 01 13:01:13 GMT+01:00 2015
37.9744493	23.7285908	-91	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9744493	23.7285908	-78	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9744493	23.7285908	-80	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9744493	23.7285908	-72	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9744493	23.7285908	-67	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9744493	23.7285908	-68	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9744493	23.7285908	-90	2462	20:89:86:03:f6:78	Stratos
37.9744493	23.7285908	-72	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9744493	23.7285908	-78	2437	00:1f:9f:d2:97:cf	akis
37.9744493	23.7285908	-75	2467	14:60:80:86:38:34	conn-x863834
37.9744493	23.7285908	-84	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9744493	23.7285908	-92	2412	84:74:2a:5a:99:2e	white house
37.9744493	23.7285908	-97	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9744493	23.7285908	-90	2467	64:70:02:d1:c0:db	Doctorfish_Athens
37.9744493	23.7285908	-95	2412	00:24:17:94:9d:9b	Thomson7A1B5C
Scan#: 41	ScanningTime: 3,75	#APsFound: 15	DB: 92.0	Date: Mon Jun 01 13:01:17 GMT+01:00 2015
