500, -100
501, -107
502, -111
503, -110
504, -107
505, -110
506, -111
507, -108
508, -110
509, -110
510, -102
511, -110
512, -109
513, -110
514, -110
515, -109
516, -110
517, -108
518, -108
519, -102
520, -103
521, -102
522, -101
523, -103
524, -106
525, -101
526, -99
527, -99
528, -104
529, -100
530, -96
531, -99
532, -99
533, -99
534, -102
535, -99
536, -102
537, -97
538, -102
539, -100
540, -83
541, -101
542, -101
543, -103
544, -109
545, -104
546, -106
547, -104
548, -108
549, -104
550, -99
551, -103
552, -107
553, -104
554, -108
555, -103
556, -109
557, -103
558, -106
559, -102
560, -99
561, -101
562, -107
563, -101
564, -105
565, -101
566, -108
567, -100
568, -107
569, -101
570, -87
571, -101
572, -108
573, -98
574, -108
575, -101
576, -105
577, -101
578, -108
579, -99
580, -105
581, -101
582, -108
583, -101
584, -107
585, -97
586, -107
587, -104
588, -108
589, -103
590, -95
591, -107
592, -108
593, -103
594, -105
595, -106
596, -108
597, -106
598, -106
599, -104
gps, 170314, 181144.94, 0835.7049, 07108.7880
500, -100
501, -107
502, -110
503, -109
504, -106
505, -111
506, -110
507, -109
508, -109
509, -110
510, -99
511, -109
512, -110
513, -106
514, -108
515, -105
516, -108
517, -108
518, -111
519, -103
520, -102
521, -103
522, -103
523, -105
524, -106
525, -101
526, -102
527, -98
528, -103
529, -99
530, -96
531, -100
532, -99
533, -98
534, -98
535, -99
536, -104
537, -97
538, -102
539, -98
540, -84
541, -101
542, -101
543, -105
544, -110
545, -105
546, -106
547, -106
548, -108
549, -104
550, -99
551, -104
552, -108
553, -103
554, -109
555, -102
556, -108
557, -104
558, -106
559, -102
560, -98
561, -100
562, -108
563, -101
564, -106
565, -101
566, -107
567, -100
568, -108
569, -100
570, -87
571, -101
572, -108
573, -99
574, -107
575, -100
576, -106
577, -102
578, -108
579, -99
580, -105
581, -100
582, -108
583, -103
584, -111
585, -104
586, -110
587, -109
588, -109
589, -102
590, -95
591, -107
592, -107
593, -104
594, -105
595, -106
596, -108
597, -107
598, -107
599, -105
gps, 170314, 181144.94, 0835.7049, 07108.7880
500, -100
501, -107
502, -109
503, -108
504, -107
505, -110
506, -109
507, -108
508, -108
509, -108
510, -100
511, -106
512, -105
513, -105
514, -106
515, -104
516, -105
517, -108
518, -110
519, -103
520, -103
521, -102
522, -104
523, -104
524, -105
525, -102
526, -103
527, -99
528, -104
529, -102
530, -96
531, -101
532, -107
533, -105
534, -105
535, -104
536, -107
537, -98
538, -98
539, -98
540, -86
541, -101
542, -102
543, -99
544, -107
545, -104
546, -105
547, -102
548, -107
549, -102
550, -100
551, -104
552, -106
553, -103
554, -110
555, -101
556, -108
557, -103
558, -106
559, -102
560, -98
561, -103
562, -107
563, -100
564, -106
565, -99
566, -106
567, -100
568, -107
569, -99
570, -86
571, -99
572, -107
573, -96
574, -107
575, -98
576, -105
577, -99
578, -106
579, -96
580, -104
581, -99
582, -105
583, -98
584, -106
585, -96
586, -104
587, -100
588, -106
589, -100
590, -94
591, -105
592, -104
593, -100
594, -103
595, -103
596, -104
597, -104
598, -105
599, -103
gps, 170314, 181144.94, 0835.7049, 07108.7880
500, -97
501, -103
502, -105
503, -105
504, -104
505, -106
506, -106
507, -102
508, -107
509, -109
510, -100
511, -111
512, -110
513, -111
514, -110
515, -111
516, -111
517, -109
518, -109
519, -109
520, -105
521, -107
522, -108
523, -107
524, -108
525, -105
526, -108
527, -107
528, -105
529, -107
530, -97
531, -105
532, -104
533, -104
534, -104
535, -104
536, -109
537, -103
538, -105
539, -104
540, -84
541, -100
542, -104
543, -107
544, -111
545, -106
546, -107
547, -106
548, -109
549, -105
550, -99
551, -104
552, -107
553, -103
554, -109
555, -101
556, -109
557, -103
558, -106
559, -101
560, -99
561, -99
562, -108
563, -99
564, -105
565, -99
566, -106
567, -98
568, -106
569, -98
570, -87
571, -99
572, -105
573, -96
574, -107
575, -98
576, -105
577, -99
578, -106
579, -98
580, -103
581, -98
582, -106
583, -97
584, -106
585, -97
586, -104
587, -99
588, -108
589, -99
590, -94
591, -104
592, -105
593, -100
594, -103
595, -102
596, -105
597, -104
598, -105
599, -103
gps, 170314, 181144.94, 0835.7049, 07108.7880
500, -97
501, -102
502, -105
503, -105
504, -104
505, -104
506, -104
507, -104
508, -105
509, -109
510, -102
511, -110
512, -110
513, -111
