500, -99
501, -108
502, -110
503, -109
504, -106
505, -112
506, -109
507, -108
508, -108
509, -105
510, -94
511, -105
512, -104
513, -103
514, -107
515, -107
516, -108
517, -108
518, -110
519, -106
520, -102
521, -107
522, -103
523, -100
524, -101
525, -97
526, -101
527, -101
528, -103
529, -99
530, -95
531, -102
532, -102
533, -104
534, -102
535, -102
536, -109
537, -101
538, -106
539, -101
540, -85
541, -99
542, -102
543, -104
544, -108
545, -103
546, -105
547, -105
548, -108
549, -102
550, -96
551, -104
552, -110
553, -104
554, -108
555, -104
556, -109
557, -104
558, -108
559, -103
560, -98
561, -101
562, -108
563, -101
564, -108
565, -102
566, -109
567, -101
568, -107
569, -102
570, -86
571, -104
572, -107
573, -98
574, -108
575, -102
576, -106
577, -101
578, -108
579, -100
580, -103
581, -102
582, -109
583, -100
584, -109
585, -101
586, -109
587, -107
588, -109
589, -108
590, -100
591, -108
592, -108
593, -103
594, -105
595, -105
596, -108
597, -105
598, -108
599, -105
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -102
501, -108
502, -112
503, -111
504, -110
505, -111
506, -111
507, -111
508, -111
509, -111
510, -96
511, -111
512, -111
513, -111
514, -110
515, -111
516, -110
517, -110
518, -110
519, -103
520, -103
521, -106
522, -105
523, -102
524, -100
525, -97
526, -94
527, -91
528, -101
529, -102
530, -95
531, -99
532, -101
533, -100
534, -101
535, -106
536, -105
537, -104
538, -107
539, -105
540, -87
541, -103
542, -105
543, -106
544, -107
545, -104
546, -107
547, -107
548, -108
549, -105
550, -98
551, -106
552, -109
553, -105
554, -103
555, -102
556, -108
557, -105
558, -107
559, -103
560, -99
561, -101
562, -108
563, -101
564, -107
565, -102
566, -107
567, -101
568, -109
569, -101
570, -86
571, -101
572, -104
573, -97
574, -108
575, -101
576, -107
577, -100
578, -106
579, -99
580, -102
581, -100
582, -108
583, -99
584, -105
585, -99
586, -105
587, -100
588, -106
589, -101
590, -95
591, -104
592, -107
593, -102
594, -104
595, -104
596, -107
597, -103
598, -105
599, -104
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -100
501, -108
502, -112
503, -110
504, -109
505, -110
506, -110
507, -110
508, -111
509, -112
510, -94
511, -111
512, -110
513, -108
514, -111
515, -111
516, -109
517, -107
518, -111
519, -106
520, -100
521, -104
522, -105
523, -105
524, -103
525, -96
526, -100
527, -100
528, -104
529, -101
530, -94
531, -102
532, -104
533, -102
534, -101
535, -99
536, -103
537, -99
538, -105
539, -100
540, -84
541, -101
542, -102
543, -103
544, -108
545, -102
546, -106
547, -105
548, -107
549, -106
550, -95
551, -102
552, -107
553, -102
554, -107
555, -103
556, -109
557, -103
558, -107
559, -101
560, -97
561, -100
562, -108
563, -100
564, -108
565, -101
566, -109
567, -100
568, -110
569, -101
570, -92
571, -103
572, -108
573, -97
574, -108
575, -101
576, -108
577, -100
578, -108
579, -99
580, -103
581, -101
582, -110
583, -98
584, -107
585, -98
586, -108
587, -101
588, -107
589, -101
590, -94
591, -106
592, -108
593, -102
594, -103
595, -103
596, -108
597, -104
598, -107
599, -104
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -100
501, -107
502, -111
503, -110
504, -108
505, -110
506, -110
507, -109
508, -109
509, -109
510, -94
511, -109
512, -111
513, -110
514, -110
515, -110
516, -110
517, -107
518, -109
519, -105
520, -102
521, -107
522, -107
523, -106
524, -102
525, -101
526, -106
527, -101
528, -105
529, -104
530, -94
531, -103
532, -107
533, -103
534, -104
535, -102
536, -107
537, -99
538, -107
539, -102
540, -83
541, -103
542, -105
543, -102
544, -108
545, -102
546, -105
547, -105
548, -107
549, -106
550, -95
551, -104
552, -107
553, -102
554, -109
555, -103
556, -108
557, -104
558, -107
559, -101
560, -97
561, -100
562, -109
563, -100
564, -106
565, -102
566, -109
567, -101
568, -108
569, -100
570, -85
571, -102
572, -108
573, -98
574, -108
575, -102
576, -106
577, -101
578, -106
579, -99
580, -103
581, -101
582, -110
583, -99
584, -107
585, -99
586, -109
587, -102
588, -108
589, -108
590, -99
591, -109
592, -110
593, -106
594, -105
595, -107
596, -111
597, -107
598, -107
599, -106
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -101
501, -108
502, -111
503, -110
504, -107
505, -111
506, -110
507, -109
508, -110
509, -110
510, -96
511, -110
512, -110
513, -105
514, -106
515, -106
516, -103
517, -105
518, -107
519, -99
520, -103
521, -107
522, -110
523, -106
524, -96
525, -101
526, -99
527, -105
528, -105
529, -105
530, -97
531, -104
532, -107
533, -105
534, -104
535, -105
536, -109
537, -104
538, -106
539, -105
540, -87
541, -104
542, -106
543, -108
544, -110
545, -106
546, -108
547, -106
548, -107
549, -106
550, -99
551, -107
552, -108
553, -105
554, -109
555, -104
556, -110
557, -105
558, -109
559, -103
560, -100
561, -102
562, -108
563, -104
564, -106
565, -102
566, -108
567, -101
568, -108
569, -101
570, -87
571, -100
572, -104
573, -96
574, -108
575, -100
576, -107
577, -101
578, -107
579, -100
580, -102
581, -98
582, -108
583, -97
584, -105
585, -100
586, -106
587, -101
588, -109
589, -102
590, -95
591, -106
592, -107
593, -103
594, -104
595, -104
596, -109
597, -104
598, -108
599, -104
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -102
501, -110
502, -112
503, -112
504, -111
505, -111
506, -111
507, -110
508, -111
509, -111
510, -97
511, -110
512, -110
513, -110
514, -109
515, -109
516, -109
517, -109
518, -111
519, -110
520, -106
521, -109
522, -107
523, -103
524, -92
525, -99
526, -101
527, -105
528, -103
529, -107
530, -97
531, -105
532, -103
533, -105
534, -107
535, -107
536, -108
537, -104
538, -107
539, -106
540, -85
541, -105
542, -108
543, -105
544, -110
545, -104
546, -105
547, -104
548, -106
549, -107
550, -97
551, -104
552, -109
553, -103
554, -109
555, -102
556, -108
557, -103
558, -109
559, -101
560, -97
561, -100
562, -108
563, -100
564, -107
565, -101
566, -106
567, -99
568, -109
569, -100
570, -86
571, -101
572, -108
573, -98
574, -108
575, -101
576, -107
577, -101
578, -108
579, -101
580, -103
581, -99
582, -110
583, -101
584, -108
585, -99
586, -108
587, -103
588, -107
589, -103
590, -94
591, -108
592, -109
593, -103
594, -106
595, -105
596, -109
597, -105
598, -109
599, -105
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -100
501, -109
502, -110
503, -111
504, -109
505, -112
506, -110
507, -110
508, -109
509, -112
510, -96
511, -109
512, -109
513, -110
514, -110
515, -110
516, -109
517, -109
518, -111
519, -108
520, -105
521, -108
522, -107
523, -107
524, -98
525, -103
526, -103
527, -103
528, -105
529, -107
530, -95
531, -102
532, -104
533, -105
534, -106
535, -103
536, -108
537, -100
538, -104
539, -105
540, -84
541, -104
542, -105
543, -102
544, -109
545, -101
546, -104
547, -104
548, -108
549, -106
550, -96
551, -102
552, -107
553, -103
554, -109
555, -102
556, -108
557, -104
558, -107
559, -101
560, -96
561, -100
562, -109
563, -99
564, -109
565, -101
566, -108
567, -103
568, -110
569, -106
570, -89
571, -101
572, -108
573, -97
574, -107
575, -101
576, -106
577, -100
578, -105
579, -99
580, -102
581, -99
582, -108
583, -99
584, -106
585, -98
586, -109
587, -100
588, -107
589, -101
590, -94
591, -106
592, -106
593, -102
594, -104
595, -104
596, -107
597, -104
598, -108
599, -104
gps, 170314, 181057.94, 0835.6936, 07108.7560
500, -97
501, -102
502, -105
503, -103
504, -104
505, -104
506, -105
507, -104
508, -103
509, -104
